WATERBODY ID,OFFICIAL NAME,COMMON NAME,LONG,LAT,ATS,SHIPMENT DATE,SPECIES,QUANTITY,STRAIN,GENOTYPE,AVG. LENGTH
3494,BLOOD INDIAN CREEK RESERVOIR,,-111.210333,51.24853,SW28-26-9-W4,2018-09-17,RAINBOW TROUT,30000,TROUT LODGE/JUMPERS,AF2N,7.8
3494,BLOOD INDIAN CREEK RESERVOIR,,-111.210333,51.24853,SW28-26-9-W4,2018-09-17,RAINBOW TROUT,9000,LYNDON,AF3N,16.1
3494,BLOOD INDIAN CREEK RESERVOIR,,-111.210333,51.24853,SW28-26-9-W4,2018-09-24,TIGER TROUT,7430,BEITTY/BOW RIVER,3N,22.2
3494,BLOOD INDIAN CREEK RESERVOIR,,-111.210333,51.24853,SW28-26-9-W4,2018-05-13,BROOK TROUT,6000,BEITTY RESORT,3N,19.57
3494,BLOOD INDIAN CREEK RESERVOIR,,-111.210333,51.24853,SW28-26-9-W4,2018-10-09,TIGER TROUT,6796,BEITTY/BOW RIVER,3N,23.78
6890,BONNYVILLE TOWN POND,SLAWUTA LAKE,-110.745372,54.265723,NW7-61-5-W4,2018-05-18,RAINBOW TROUT,560,TROUT LODGE/SILVER'S,AF3N,21.88
6878,BULLSHEAD RESERVOIR,BULLSHEAD CREEK RESERVOIR,-110.506929,49.677137,NE29-8-4-W4,2018-05-26,RAINBOW TROUT,5000,TROUT LODGE/SILVER'S,AF3N,21.88
6878,BULLSHEAD RESERVOIR,BULLSHEAD CREEK RESERVOIR,-110.506929,49.677137,NE29-8-4-W4,2018-09-27,RAINBOW TROUT,10000,TROUT LODGE/KAMLOOPS,AF3N,21.88
4159,BURNS LAKE,,-114.943209,50.604055,SW17-19-7-W5,2018-09-17,CUTTHROAT TROUT,300,JOB LAKE,3N,4.5
4171,BUTCHER'S LAKE,,-114.061148,49.303994,NW15-4-1-W5,2018-08-29,BROOK TROUT,3000,BEITTY RESORT,3N,12.94
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,2018-10-02,TIGER TROUT,1250,BEITTY/BOW RIVER,3N,23.51
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,2018-06-18,RAINBOW TROUT,600,TROUT LODGE/SILVER'S,AF3N,22.79
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,2018-05-11,RAINBOW TROUT,2300,TROUT LODGE/SILVER'S,AF3N,22.38
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,2018-06-18,RAINBOW TROUT,400,TROUT LODGE/SILVER'S,AF3N,19.25
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,2018-05-11,RAINBOW TROUT,500,MOUNT LASSEN,2N,12.69
4231,CAVAN LAKE,,-110.407082,49.935915,SW30-11-3-W4,2018-04-30,RAINBOW TROUT,7500,TROUT LODGE,AF3N,15.96
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,2018-05-17,RAINBOW TROUT,4480,TROUT LODGE/SILVER'S,AF3N,10.21
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,2018-10-11,TIGER TROUT,5,BEITTY/BOW RIVER,2N,78.71
3499,CHAIN LAKES RESERVOIR,,-114.20802,50.236864,NE4-15-2-W5,2018-05-14,RAINBOW TROUT,15000,TROUT LODGE,AF3N,15.7
3499,CHAIN LAKES RESERVOIR,,-114.20802,50.236864,NE4-15-2-W5,2018-09-24,RAINBOW TROUT,14881,TROUT LODGE/JUMPERS,AF3N,8.7
3499,CHAIN LAKES RESERVOIR,,-114.20802,50.236864,NE4-15-2-W5,2018-05-14,RAINBOW TROUT,8000,TROUT LODGE,AF3N,17.1
3499,CHAIN LAKES RESERVOIR,,-114.20802,50.236864,NE4-15-2-W5,2018-09-10,RAINBOW TROUT,3100,TROUT LODGE/JUMPERS,AF3N,11.65
3499,CHAIN LAKES RESERVOIR,,-114.20802,50.236864,NE4-15-2-W5,2018-09-24,RAINBOW TROUT,20160,LYNDON,AF3N,16.5
6608,CHAMPION LAKES,LOWER CHAMPION LAKE,-114.597433,50.813258,NW26-21-5-W5,2018-06-18,RAINBOW TROUT,300,TROUT LODGE,AF3N,19.1
6607,CHAMPION LAKES,UPPER CHAMPION LAKE,-114.599941,50.815306,NW26-21-5-W5,2018-06-18,RAINBOW TROUT,300,TROUT LODGE,AF3N,19.1
4252,CHATWIN LAKE,,-110.841712,54.24779,NE4-61-6-W4,2018-10-09,RAINBOW TROUT,2583,TROUT LODGE/KAMLOOPS,AF3N,22.4
4252,CHATWIN LAKE,,-110.841712,54.24779,NE4-61-6-W4,2018-10-09,RAINBOW TROUT,7010,TROUT LODGE/JUMPERS,AF2N,8.8
4261,CHICKAKOO LAKE,CHICKAKO LAKE,-114.074339,53.618628,SW34-53-1-W5,2018-05-16,RAINBOW TROUT,5820,TROUT LODGE/SILVER'S,AF3N,21.63
6860,CHRYSTINA LAKE,,-115.194645,54.786102,NW8-67-8-W5,2018-05-25,BROOK TROUT,1210,BEITTY RESORT,3N,21.03
6082,CLAUDE N. BRENNAN MEMORIAL POND,VERMILION PARK POND,-110.884936,53.364531,NE36-50-7-W4,2018-05-05,RAINBOW TROUT,1600,TROUT LODGE/SILVER'S,AF3N,22.11
4318,COMMONWEALTH LAKE,BIRDWOOD LAKE,-115.345556,50.806944,SE29-21-10-W5,2018-09-17,CUTTHROAT TROUT,400,JOB LAKE,3N,4.5
4374,CROWSNEST LAKE,,-114.637963,49.634111,NE8-8-5-W5,2018-05-07,RAINBOW TROUT,7500,TROUT LODGE,AF3N,15.5
4446,DILLBERRY LAKE,,-110.004391,52.576348,,2018-09-24,RAINBOW TROUT,4000,LYNDON,AF3N,15.41
4446,DILLBERRY LAKE,,-110.004391,52.576348,,2018-09-24,RAINBOW TROUT,8000,CAMPBELL LAKE,3N,15.1
4458,DOLBERG LAKE,,-115.053191,54.157685,SE1-60-8-W5,2018-09-14,TIGER TROUT,2500,BEITTY/BOW RIVER,3N,12.51
4458,DOLBERG LAKE,,-115.053191,54.157685,SE1-60-8-W5,2018-05-14,BROWN TROUT,2000,BOW RIVER,3N,20.8
4458,DOLBERG LAKE,,-115.053191,54.157685,SE1-60-8-W5,2018-05-14,RAINBOW TROUT,9000,TROUT LODGE/KAMLOOPS,AF3N,15.3
4488,DUNN LAKE,,-117.685762,53.654925,NW7-54-25-W5,2018-05-31,BROOK TROUT,1740,BEITTY RESORT,3N,20.66
4495,EAGLE LAKE,,-115.462742,51.726322,SW11-32-11-W5,2018-09-17,CUTTHROAT TROUT,7500,JOB LAKE,3N,4.9
4460,EAST DOLLAR LAKE,,-117.204628,55.314926,NW8-73-21-W5,2018-05-22,BROWN TROUT,750,BOW RIVER,3N,21.06
4460,EAST DOLLAR LAKE,,-117.204628,55.314926,NW8-73-21-W5,2018-05-22,RAINBOW TROUT,1000,TROUT LODGE,AF3N,16.29
4460,EAST DOLLAR LAKE,,-117.204628,55.314926,NW8-73-21-W5,2018-05-22,RAINBOW TROUT,1000,CAMPBELL LAKE,2N,20.31
4460,EAST DOLLAR LAKE,,-117.204628,55.314926,NW8-73-21-W5,2018-05-22,RAINBOW TROUT,1680,TROUT LODGE/SILVER'S,AF3N,22.28
6044,EAST TWIN LAKE,,-117.533333,57.45,SW29-97-22-W5,2018-09-19,TIGER TROUT,1000,BEITTY/BOW RIVER,3N,22.24
6044,EAST TWIN LAKE,,-117.533333,57.45,SW29-97-22-W5,2018-05-29,RAINBOW TROUT,2352,TROUT LODGE/SILVER'S,AF3N,20.98
4505,EDITH LAKE,,-115.382263,54.801854,NE13-67-10-W5,2018-05-25,BROOK TROUT,1210,BEITTY RESORT,3N,21.11
4532,EMERALD LAKE,HART LAKE,-114.641917,49.626771,SE8-8-5-W5,2018-06-04,BROOK TROUT,1508,BEITTY RESORT,3N,21.24
6822,EMERSON LAKE,,-113.85125,50.576929,SW5-19-28-W4,2018-09-06,RAINBOW TROUT,1000,PRIVATE ALBERTA FACILITY,3N,22
4535,EMERSON LAKES,,-117.117962,53.726034,NW6-55-21-W5,2018-05-12,BROWN TROUT,450,BOW RIVER,3N,20.78
4535,EMERSON LAKES,,-117.117962,53.726034,NW6-55-21-W5,2018-05-28,RAINBOW TROUT,1091,TROUT LODGE/SILVER'S,AF3N,22.27
4535,EMERSON LAKES,,-117.117962,53.726034,NW6-55-21-W5,2018-06-12,RAINBOW TROUT,1250,PRIVATE ALBERTA FACILITY,3N,20.7
4539,ENGSTROM LAKE,,-110.906389,56.188889,NW17-83-6-W4,2018-05-23,RAINBOW TROUT,11500,TROUT LODGE/COLD WATER JUMPERS,AF3N,16.82
4539,ENGSTROM LAKE,,-110.906389,56.188889,NW17-83-6-W4,2018-09-11,RAINBOW TROUT,12161,TROUT LODGE/JUMPERS,AF2N,6.98
4539,ENGSTROM LAKE,,-110.906389,56.188889,NW17-83-6-W4,2018-09-11,RAINBOW TROUT,14500,TROUT LODGE/JUMPERS,AF3N,19.5
4562,FAIRFAX LAKE,,-116.576532,52.971131,NW17-46-18-W5,2018-06-04,RAINBOW TROUT,5000,TROUT LODGE/KAMLOOPS,AF3N,15.71
4614,FORTRESS LAKE,,-115.235806,50.834761,SE6-22-9-W5,2018-09-17,CUTTHROAT TROUT,600,JOB LAKE,3N,4.5
3505,FYTEN RESERVOIR,,-113.331867,51.546348,NW4-30-24-W4,2018-05-08,RAINBOW TROUT,2910,CAMPBELL LAKE,2N,20.2
4642,GALATEA LAKES,LOWER GALATEA LAKE,-115.265111,50.865879,SW13-22-10-W5,2018-09-17,CUTTHROAT TROUT,1200,JOB LAKE,3N,4.5
4697,GOLDEYE LAKE,,-116.192114,52.449584,NE14-40-16-W5,2018-05-12,RAINBOW TROUT,5500,TROUT LODGE,AF3N,20.18
4725,GRANDE CACHE LAKE,,-119.05,53.9,NE1-57-8-W6,2018-09-18,RAINBOW TROUT,25000,TROUT LODGE/JUMPERS,AF2N,8
4725,GRANDE CACHE LAKE,,-119.05,53.9,NE1-57-8-W6,2018-06-04,RAINBOW TROUT,20000,TROUT LODGE,AF3N,16.1
3476,GROTTO MOUNTAIN POND,,-115.202402,51.065761,NW21-24-9-W5,2018-08-23,RAINBOW TROUT,500,TROUT LODGE,AF3N,20
3476,GROTTO MOUNTAIN POND,,-115.202402,51.065761,NW21-24-9-W5,2018-06-18,RAINBOW TROUT,1000,TROUT LODGE,AF3N,19.1
3476,GROTTO MOUNTAIN POND,,-115.202402,51.065761,NW21-24-9-W5,2018-05-03,RAINBOW TROUT,500,MOUNT LASSEN,3N,21
26431,HIGH LEVEL COMMUNITY PARK POND,HIGH LEVEL TOWN POND,-117.163713,58.517177,SE6-110-19-W5,2018-05-24,RAINBOW TROUT,500,TROUT LODGE/SILVER'S,AF3N,22.28
6917,HINTON F & G POND,HINTON BORROW PIT,-117.605197,53.341065,SW28-50-25-W5,2018-05-26,RAINBOW TROUT,300,TROUT LODGE/SILVER'S,AF3N,22.06
6541,HOGARTH LAKES,LOWER HOGARTH LAKE,-115.322777,50.797209,SE21-21-10-W5,2018-09-17,CUTTHROAT TROUT,250,JOB LAKE,3N,4.5
4837,HOGARTH LAKES,UPPER HOGARTH LAKE,-115.318769,50.793015,SE21-21-10-W5,2018-09-17,CUTTHROAT TROUT,250,JOB LAKE,3N,4.5
6669,HORSESHOE LAKE,,-113.783183,54.489439,SW31-63-25-W4,2018-06-06,BROOK TROUT,15064,BEITTY RESORT,3N,6.02
4888,ICE LAKE,,-115.584444,51.655556,NW14-31-12-W5,2018-09-17,CUTTHROAT TROUT,500,JOB LAKE,3N,4.9
6786,IRONSIDE POND,,-114.996541,52.246795,SW7-38-7-W5,2018-09-20,TIGER TROUT,200,BEITTY/BOW RIVER,3N,22.24
6786,IRONSIDE POND,,-114.996541,52.246795,SW7-38-7-W5,2018-05-11,RAINBOW TROUT,500,MOUNT LASSEN,3N,20.18
4909,ISLAND LAKE,,-114.684444,49.627778,NW12-8-6-W5,2018-05-08,RAINBOW TROUT,850,ATHABASCA,3N,18.11
4920,JACK FISH LAKE,,-111.296351,53.594311,NW20-53-9-W4,2018-05-12,RAINBOW TROUT,2800,CAMPBELL LAKE,2N,20.16
4947,JOB LAKE,,-116.85,52.366667,SW20-39-20-W5,2018-09-17,CUTTHROAT TROUT,1500,JOB LAKE,2N,7.62
4965,KAKUT LAKE,,-118.533333,55.625,SW34-76-4-W6,2018-05-23,RAINBOW TROUT,840,TROUT LODGE/SILVER'S,AF3N,22.11
5002,KINKY LAKE,,-117.783145,53.280836,SE6-50-26-W5,2018-05-30,BROOK TROUT,2810,BEITTY RESORT,3N,21.33
5002,KINKY LAKE,,-117.783145,53.280836,SE6-50-26-W5,2018-05-30,BROOK TROUT,1250,BEITTY RESORT,3N,18.04
19760,LAC LA BICHE TROUT POND,ALEXANDER HAMILTON POND,-111.953265,54.775532,NW5-67-13-W4,2018-09-06,RAINBOW TROUT,600,TROUT LODGE,AF3N,24.19
19760,LAC LA BICHE TROUT POND,ALEXANDER HAMILTON POND,-111.953265,54.775532,NW5-67-13-W4,2018-05-10,RAINBOW TROUT,500,TROUT LODGE/SILVER'S,AF3N,21.8
4854,LAKE OF THE HORNS,,-114.855278,50.413889,NW11-17-7-W5,2018-09-17,CUTTHROAT TROUT,1300,JOB LAKE,3N,4.5
3479,LAMBERT POND,,-116.481493,53.566383,NW8-53-17-W5,2018-05-31,RAINBOW TROUT,970,TROUT LODGE/SILVER'S,AF3N,22.27
5029,LANDSLIDE LAKE,,-116.553435,52.08109,NE7-36-18-W5,2018-09-17,CUTTHROAT TROUT,6500,JOB LAKE,3N,7.62
5050,LEES LAKE,,-114.248586,49.541912,SW8-7-2-W5,2018-08-27,RAINBOW TROUT,2000,CAMPBELL LAKE,2N,10.01
5050,LEES LAKE,,-114.248586,49.541912,SW8-7-2-W5,2018-10-15,RAINBOW TROUT,700,CAMPBELL LAKE,2N,15
5050,LEES LAKE,,-114.248586,49.541912,SW8-7-2-W5,2018-05-14,RAINBOW TROUT,29,CAMPBELL LAKE,2N,50
5050,LEES LAKE,,-114.248586,49.541912,SW8-7-2-W5,2018-10-15,RAINBOW TROUT,10,CAMPBELL LAKE,2N,65
5050,LEES LAKE,,-114.248586,49.541912,SW8-7-2-W5,2018-05-04,RAINBOW TROUT,5370,TROUT LODGE/COLD WATER JUMPERS,AF3N,18.57
5050,LEES LAKE,,-114.248586,49.541912,SW8-7-2-W5,2018-05-04,RAINBOW TROUT,13030,TROUT LODGE/COLD WATER JUMPERS,AF3N,16.91
5074,LILLIAN LAKE,,-115.249942,50.863852,SE13-22-10-W5,2018-09-17,CUTTHROAT TROUT,1300,JOB LAKE,3N,4.5
5078,LILY LAKE,,-114.766667,55.483333,NW7-75-5-W5,2018-10-02,BROOK TROUT,3660,BEITTY RESORT,3N,12.46
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,2018-10-03,TIGER TROUT,4500,BEITTY/BOW RIVER,3N,23.4
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,2018-10-08,TIGER TROUT,5,BEITTY/BOW RIVER,2N,78.71
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,2018-09-25,RAINBOW TROUT,8000,TROUT LODGE/JUMPERS,AF2N,7.74
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,2018-06-08,RAINBOW TROUT,5000,TROUT LODGE,AF3N,17.42
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,2018-06-08,RAINBOW TROUT,4850,CAMPBELL LAKE,AF2N,21.05
5149,LOOMIS LAKE,,-114.90368,50.453153,NE21-17-7-W5,2018-09-17,CUTTHROAT TROUT,350,JOB LAKE,3N,4.5
5158,LOST GUIDE LAKE,,-115.933169,51.904668,NW9-34-14-W5,2018-09-17,CUTTHROAT TROUT,1200,JOB LAKE,3N,4.9
5223,MARGARET LAKE,,-115.185439,51.401845,NW15-28-9-W5,2018-06-18,RAINBOW TROUT,1650,TROUT LODGE,AF3N,19.1
5232,MARIGOLD LAKE,,-115.628279,54.671776,NW32-65-11-W5,2018-10-02,BROOK TROUT,7000,BEITTY RESORT,3N,12.53
5245,MARY GREGG LAKE,,-117.454064,53.112602,NW4-48-24-W5,2018-06-06,RAINBOW TROUT,1840,TROUT LODGE/SILVER'S,AF3N,17.38
5253,MAUDE LAKE,,-115.293158,50.689323,SW14-20-10-W5,2018-09-17,CUTTHROAT TROUT,2300,JOB LAKE,3N,4.5
3522,MCLEAN POND,,-114.669068,50.888074,NW20-22-5-W5,2018-05-18,RAINBOW TROUT,1183,TROUT LODGE,AF3N,20.89
3522,MCLEAN POND,,-114.669068,50.888074,NW20-22-5-W5,2018-05-18,RAINBOW TROUT,2723,TROUT LODGE,AF3N,18.31
5286,MCLEOD LAKE,CARSON LAKE,-115.652786,54.298603,SE25-61-12-W5,2018-05-14,RAINBOW TROUT,81765,LYNDON,AF3N,10.5
5286,MCLEOD LAKE,CARSON LAKE,-115.652786,54.298603,SE25-61-12-W5,2018-09-17,RAINBOW TROUT,45000,LYNDON,AF3N,16.1
2129,MEDLEY RIVER,,-110.186494,54.604201,SE11-65-2-W4,2018-05-21,RAINBOW TROUT,840,TROUT LODGE/SILVER'S,AF3N,21.9
3523,MICHEL RESERVOIR,MICHELLE RESERVOIR,-110.372274,49.531283,NE5-7-3-W4,2018-10-01,BROWN TROUT,23,BOW RIVER,2N,58.35
3523,MICHEL RESERVOIR,MICHELLE RESERVOIR,-110.372274,49.531283,NE5-7-3-W4,2018-05-14,RAINBOW TROUT,10177,TROUT LODGE,AF3N,16.74
3523,MICHEL RESERVOIR,MICHELLE RESERVOIR,-110.372274,49.531283,NE5-7-3-W4,2018-10-05,BROWN TROUT,11500,BOW RIVER,3N,11.07
3523,MICHEL RESERVOIR,MICHELLE RESERVOIR,-110.372274,49.531283,NE5-7-3-W4,2018-05-14,RAINBOW TROUT,14823,TROUT LODGE,AF3N,15.94
3523,MICHEL RESERVOIR,MICHELLE RESERVOIR,-110.372274,49.531283,NE5-7-3-W4,2018-10-01,RAINBOW TROUT,27000,TROUT LODGE/JUMPERS,AF2N,8.1
3524,MICHICHI RESERVOIR,,-112.52946,51.582647,SW19-30-18-W4,2018-09-10,RAINBOW TROUT,2900,TROUT LODGE,AF3N,14.2
3524,MICHICHI RESERVOIR,,-112.52946,51.582647,SW19-30-18-W4,2018-05-10,RAINBOW TROUT,4400,TROUT LODGE/COLD WATER JUMPERS,AF3N,20.85
3524,MICHICHI RESERVOIR,,-112.52946,51.582647,SW19-30-18-W4,2018-09-26,RAINBOW TROUT,10000,TROUT LODGE/JUMPERS,AF3N,7.9
5324,MILLERS LAKE,,-116.768896,53.560075,SW8-53-19-W5,2018-05-30,RAINBOW TROUT,6000,TROUT LODGE/KAMLOOPS,AF3N,16.53
5348,MITCHELL LAKE,,-115.007692,52.216312,NE25-37-8-W5,2018-05-28,BROWN TROUT,500,BOW RIVER,3N,20.7
5348,MITCHELL LAKE,,-115.007692,52.216312,NE25-37-8-W5,2018-05-12,RAINBOW TROUT,2200,MOUNT LASSEN,3N,20.18
6623,MITCHELL POND,WASKASOO PARK POND,-113.853351,52.269458,NW18-38-27-W4,2018-06-14,RAINBOW TROUT,840,PRIVATE ALBERTA FACILITY,3N,20.6
6623,MITCHELL POND,WASKASOO PARK POND,-113.853351,52.269458,NW18-38-27-W4,2018-05-04,RAINBOW TROUT,840,PRIVATE ALBERTA FACILITY,3N,20.9
6684,MONTAGANEUSSE LAKE,STONEY LAKE,-118.461339,56.504886,NE31-86-3-W6,2018-05-28,BROOK TROUT,3480,BEITTY RESORT,3N,20.44
5360,MOONSHINE LAKE,MIRAGE LAKE,-119.227778,55.886111,SE31-79-8-W6,2018-10-15,TIGER TROUT,5,BEITTY/BOW RIVER,2N,78.71
5360,MOONSHINE LAKE,MIRAGE LAKE,-119.227778,55.886111,SE31-79-8-W6,2018-05-28,RAINBOW TROUT,4650,TROUT LODGE/KAMLOOPS,AF3N,16.5
5360,MOONSHINE LAKE,MIRAGE LAKE,-119.227778,55.886111,SE31-79-8-W6,2018-05-28,BROWN TROUT,500,BOW RIVER,3N,20.9
5360,MOONSHINE LAKE,MIRAGE LAKE,-119.227778,55.886111,SE31-79-8-W6,2018-09-18,BROWN TROUT,500,BOW RIVER,3N,26.3
5360,MOONSHINE LAKE,MIRAGE LAKE,-119.227778,55.886111,SE31-79-8-W6,2018-09-18,TIGER TROUT,1500,BEITTY/BOW RIVER,3N,22.5
3482,MOUNT LORETTE PONDS,,-115.107943,50.969566,SW19-23-8-W5,2018-05-02,RAINBOW TROUT,1000,TROUT LODGE,3N,21
3482,MOUNT LORETTE PONDS,,-115.107943,50.969566,SW19-23-8-W5,2018-06-06,RAINBOW TROUT,1000,TROUT LODGE,AF3N,20.18
3482,MOUNT LORETTE PONDS,,-115.107943,50.969566,SW19-23-8-W5,2018-08-23,RAINBOW TROUT,500,TROUT LODGE,AF3N,20
3482,MOUNT LORETTE PONDS,,-115.107943,50.969566,SW19-23-8-W5,2018-06-06,RAINBOW TROUT,500,MOUNT LASSEN,AF3N,20.18
3482,MOUNT LORETTE PONDS,,-115.107943,50.969566,SW19-23-8-W5,2018-07-23,RAINBOW TROUT,750,TROUT LODGE/JUMPERS,AF3N,22.5
5387,MUIR LAKE,,-113.956437,53.624675,NW32-53-27-W4,2018-05-16,BROWN TROUT,500,BOW RIVER,3N,21.02
5387,MUIR LAKE,,-113.956437,53.624675,NW32-53-27-W4,2018-05-16,RAINBOW TROUT,3000,TROUT LODGE/KAMLOOPS,AF3N,15.27
6735,NIEMELA RESERVOIR,RAY'S POND,-114.292729,52.322935,SE1-39-3-W5,2018-06-15,RAINBOW TROUT,1000,PRIVATE ALBERTA FACILITY,3N,21.1
5466,OBED LAKE,,-117.133333,53.566667,SW11-53-22-W5,2018-09-19,BROWN TROUT,480,BOW RIVER,3N,26.76
5466,OBED LAKE,,-117.133333,53.566667,SW11-53-22-W5,2018-09-19,BROWN TROUT,1825,BOW RIVER,3N,9.96
5466,OBED LAKE,,-117.133333,53.566667,SW11-53-22-W5,2018-05-30,BROWN TROUT,4000,BOW RIVER,3N,20.62
5476,OLE LAKE,,-119.894419,56.316771,NW30-84-12-W6,2018-05-25,RAINBOW TROUT,1680,TROUT LODGE/SILVER'S,AF3N,22.11
5504,OUTPOST LAKE,POLICE LAKE,-113.456699,49.011823,NE6-1-26-W4,2018-05-11,RAINBOW TROUT,2250,TROUT LODGE/COLD WATER JUMPERS,AF3N,16.09
5504,OUTPOST LAKE,POLICE LAKE,-113.456699,49.011823,NE6-1-26-W4,2018-09-27,RAINBOW TROUT,2500,TROUT LODGE/JUMPERS,AF3N,9.08
5504,OUTPOST LAKE,POLICE LAKE,-113.456699,49.011823,NE6-1-26-W4,2018-05-11,RAINBOW TROUT,2750,TROUT LODGE,AF3N,20.05
5513,PAYNE LAKE,MAMI LAKE,-113.655837,49.1117,NE10-2-28-W4,2018-05-07,RAINBOW TROUT,23700,TROUT LODGE/KAMLOOPS,AF3N,14.85
5513,PAYNE LAKE,MAMI LAKE,-113.655837,49.1117,NE10-2-28-W4,2018-05-07,RAINBOW TROUT,37386,TROUT LODGE/KAMLOOPS,AF3N,15.26
5513,PAYNE LAKE,MAMI LAKE,-113.655837,49.1117,NE10-2-28-W4,2018-05-07,RAINBOW TROUT,23914,TROUT LODGE/KAMLOOPS,AF3N,16.09
5513,PAYNE LAKE,MAMI LAKE,-113.655837,49.1117,NE10-2-28-W4,2018-05-07,RAINBOW TROUT,16000,BEITTY RESORT,3N,9.3
5513,PAYNE LAKE,MAMI LAKE,-113.655837,49.1117,NE10-2-28-W4,2018-09-12,RAINBOW TROUT,10700,CAMPBELL LAKE,3N,16.1
5513,PAYNE LAKE,MAMI LAKE,-113.655837,49.1117,NE10-2-28-W4,2018-10-01,RAINBOW TROUT,2605,TROUT LODGE/SILVER'S,AF3N,13.14
5513,PAYNE LAKE,MAMI LAKE,-113.655837,49.1117,NE10-2-28-W4,2018-10-01,RAINBOW TROUT,2484,TROUT LODGE/SILVER'S,AF3N,12.57
5538,PEANUT LAKE,,-114.352591,54.017399,NE15-58-3-W5,2018-09-24,BROOK TROUT,4500,BEITTY RESORT,3N,27
5538,PEANUT LAKE,,-114.352591,54.017399,NE15-58-3-W5,2018-09-24,RAINBOW TROUT,15306,LYNDON,AF3N,15.8
5555,PEPPERS LAKE,,-115.705653,52.038779,NW30-35-12-W5,2018-06-01,RAINBOW TROUT,4000,TROUT LODGE/COLD WATER JUMPERS,AF3N,21.09
5565,PETITE LAKE,,-117.702585,53.655681,NW12-54-26-W5,2018-05-31,RAINBOW TROUT,970,TROUT LODGE/SILVER'S,AF3N,22.27
5569,PHYLLIS LAKE,,-114.966667,52.1,SE17-36-7-W5,2018-05-14,RAINBOW TROUT,5600,TROUT LODGE/SILVER'S,AF3N,21.4
