WATERBODY ID,OFFICIAL NAME,COMMON NAME,LONG,LAT,ATS,SHIPMENT DATE,SPECIES,QUANTITY,GENOTYPE,AVG. LENGTH
5874,SPRING LAKE,COTTAGE,-114.138808,53.517861,SW30-52-1-W5,4/27/2010,RNTR,2000,Diploid,18
5874,SPRING LAKE,COTTAGE,-114.138808,53.517861,SW30-52-1-W5,4/27/2010,RNTR,3000,Diploid,18
6755,UNNAMED,MCLAREN'S RESERVOIR,-112.45129,51.840076,SW23-33-18-W4,4/27/2010,RNTR,12000,Diploid,14
23292,UNNAMED,GENESEE TROUT POND,-114.309875,53.376492,NW1-51-3-W5,4/28/2010,RNTR,500,Diploid,21
6726,UNNAMED,OPEN CREEK RESERVOIR,-114.729184,52.648629,NE25-42-6-W5,4/28/2010,RNTR,6000,Diploid,19
6039,TWIN LAKES, ,-115.001806,52.413889,SW6-40-7-W5,4/28/2010,RNTR,7000,Diploid,19
3494,BLOOD INDIAN CREEK RESERVOIR, ,-111.210333,51.24853,SW28-26-9-W4,4/28/2010,RNTR,15213,Diploid,10
3494,BLOOD INDIAN CREEK RESERVOIR, ,-111.210333,51.24853,SW28-26-9-W4,4/28/2010,RNTR,62691,Diploid,10
3494,BLOOD INDIAN CREEK RESERVOIR, ,-111.210333,51.24853,SW28-26-9-W4,4/28/2010,RNTR,287,Diploid,10
6620,UNNAMED,VEGREVILLE TROUT POND,-112.054068,53.490532,SW18-52-14-W4,4/28/2010,RNTR,2900,Diploid,17
6620,UNNAMED,VEGREVILLE TROUT POND,-112.054068,53.490532,SW18-52-14-W4,4/28/2010,RNTR,3282,Diploid,17
6620,UNNAMED,VEGREVILLE TROUT POND,-112.054068,53.490532,SW18-52-14-W4,4/28/2010,RNTR,3849,Diploid,17
5919,STRUBEL LAKE, ,-115.001395,52.203976,SW30-37-7-W5,4/28/2010,RNTR,5000,Diploid,13
5919,STRUBEL LAKE, ,-115.001395,52.203976,SW30-37-7-W5,4/28/2010,RNTR,16287,Diploid,13
5919,STRUBEL LAKE, ,-115.001395,52.203976,SW30-37-7-W5,4/28/2010,RNTR,2713,Diploid,13
5569,PHYLLIS LAKE, ,-114.966667,52.1,NW17-36-7-W5,4/28/2010,RNTR,2700,Diploid,18
6833,UNNAMED,DIPLOMAT MINE POND,-112.180118,52.50583,NW1-41-16-W4,4/28/2010,RNTR,5347,Diploid,18
6833,UNNAMED,DIPLOMAT MINE POND,-112.180118,52.50583,NW1-41-16-W4,4/28/2010,RNTR,710,Diploid,18
4208,CAPTAIN EYRE LAKE,CAPT AYRE,-110.714832,52.29945,NW30-38-5-W4,4/29/2010,RNTR,5000,Diploid,21
24702,UNNAMED,ST. PAUL FISH POND,-111.27959,53.998638,SW9-58-9-W4,4/29/2010,RNTR,1200,Diploid,21
6878,BULLSHEAD RESERVOIR,BULLSHEAD CREEK RESERVOIR,-110.506929,49.677137,NE29-8-4-W4,4/29/2010,RNTR,3600,Pressure Treated as Triploid,16
6878,BULLSHEAD RESERVOIR,BULLSHEAD CREEK RESERVOIR,-110.506929,49.677137,NE29-8-4-W4,4/29/2010,RNTR,11996,Pressure Treated as Triploid,16
6878,BULLSHEAD RESERVOIR,BULLSHEAD CREEK RESERVOIR,-110.506929,49.677137,NE29-8-4-W4,4/29/2010,RNTR,4404,Pressure Treated as Triploid,16
4374,CROWSNEST LAKE, ,-114.637963,49.634111,NE8-8-5-W5,4/30/2010,RNTR,15000,Pressure Treated as Triploid,17
6688,UNNAMED,SHUSTER LAKE,-110.609119,52.740747,NE26-43-5-W4,4/30/2010,BKTR,4544,Triploid,16
6688,UNNAMED,SHUSTER LAKE,-110.609119,52.740747,NE26-43-5-W4,4/30/2010,BKTR,7443,Triploid,16
4920,JACK FISH LAKE, ,-111.296351,53.594311,NW20-53-9-W4,4/30/2010,RNTR,5000,Diploid,17
6844,UNNAMED,DICKSON TROUT POND,-114.309334,52.011001,NW13-35-3-W5,4/30/2010,RNTR,10000,Diploid,13
6844,UNNAMED,DICKSON TROUT POND,-114.309334,52.011001,NW13-35-3-W5,4/30/2010,RNTR,21396,Diploid,13
6699,UNNAMED,SHEMELUK LAKE,-112.423089,54.212986,SW25-60-17-W4,4/30/2010,RNTR,6000,Diploid,17
4018,BEAVER MINES LAKE, ,-114.296284,49.372895,NE11-5-3-W5,5/3/2010,RNTR,11400,Pressure Treated as Triploid,18
4018,BEAVER MINES LAKE, ,-114.296284,49.372895,NE11-5-3-W5,5/3/2010,RNTR,11600,Pressure Treated as Triploid,18
6622,UNNAMED,WALLACE PARK POND,-110.862709,52.836074,NW31-44-6-W4,5/3/2010,RNTR,2000,Diploid,20
20258,UNNAMED,CASTAWAY TROUT POND,-111.790693,53.09946,NE35-47-13-W4,5/3/2010,RNTR,1500,Diploid,20
6711,UNNAMED,PRO ALTA POND,-110.281204,52.346983,SW18-39-2-W4,5/3/2010,RNTR,1500,Diploid,20
6785,UNNAMED,IRMA FISH AND GAME POND,-111.219406,52.926951,NE34-45-9-W4,5/3/2010,RNTR,500,Diploid,20
6840,UNNAMED,EAST PIT LAKE,-114.530064,53.598702,NW21-53-4-W5,5/3/2010,RNTR,11600,Diploid,19
3485,ROCKY CHILDREN'S POND, ,-114.949741,52.398682,SW33-39-7-W5,5/3/2010,RNTR,500,Pressure Treated as Triploid,23
4446,DILLBERRY LAKE, ,-110.004391,52.576348,NE36-41-1-W4,5/3/2010,RNTR,4301,Diploid,17
4446,DILLBERRY LAKE, ,-110.004391,52.576348,NE36-41-1-W4,5/3/2010,RNTR,15699,Diploid,17
5538,PEANUT LAKE, ,-114.352591,54.017399,NE15-58-3-W5,5/4/2010,RNTR,15000,Diploid,18
6706,UNNAMED,PLEASURE ISLAND RESERVOIR,-112.719384,52.985233,NE20-46-19-W4,5/4/2010,RNTR,2000,Diploid,20
6706,UNNAMED,PLEASURE ISLAND RESERVOIR,-112.719384,52.985233,NE20-46-19-W4,5/4/2010,RNTR,500,Diploid,20
6894,UNNAMED,BELLIS BEACH LAKE,-112.15247,54.100613,SE15-59-15-W4,5/4/2010,RNTR,13981,Diploid,17
6894,UNNAMED,BELLIS BEACH LAKE,-112.15247,54.100613,SE15-59-15-W4,5/4/2010,RNTR,20,Diploid,17
6695,SARDINE LAKE, ,-114.551159,53.193482,SW5-49-4-W5,5/5/2010,RNTR,2229,Diploid,19
6695,SARDINE LAKE, ,-114.551159,53.193482,SW5-49-4-W5,5/5/2010,RNTR,271,Diploid,19
6903,UNNAMED,ASHLAND RESERVOIR,-114.409999,53.147371,NW17-48-3-W5,5/5/2010,RNTR,5845,Diploid,19
6903,UNNAMED,ASHLAND RESERVOIR,-114.409999,53.147371,NW17-48-3-W5,5/5/2010,RNTR,7145,Diploid,18
6764,UNNAMED,LEDUC RESERVOIR,-113.567083,53.259984,NE27-49-25-W4,5/5/2010,RNTR,5000,Diploid,18
19760,LAC LA BICHE TROUT POND,ALEXANDER HAMILTON POND,-111.952045,54.774535,NW5-67-13-W4,5/5/2010,RNTR,400,Diploid,23
19760,LAC LA BICHE TROUT POND,ALEXANDER HAMILTON POND,-111.952045,54.774535,NW5-67-13-W4,5/5/2010,RNTR,200,Diploid,23
4458,DOLBERG LAKE, ,-115.053191,54.157685,SE1-60-8-W5,5/5/2010,RNTR,3730,Diploid,16
4458,DOLBERG LAKE, ,-115.053191,54.157685,SE1-60-8-W5,5/5/2010,RNTR,14275,Diploid,16
4426,LAC DELORME,GEORGE'S LAKE,-111.1509,53.896214,SE5-57-8-W4,5/5/2010,RNTR,4000,Diploid,19
6714,UNNAMED,OYEN RESERVOIR,-110.48757,51.62757,NE3-31-4-W4,5/6/2010,RNTR,700,Diploid,20
6684,MONTAGANEUSSE LAKE,STONEY LAKE,-118.461339,56.504886,NE31-86-3-W6,5/6/2010,BKTR,4000,Triploid,16
6684,MONTAGANEUSSE LAKE,STONEY LAKE,-118.461339,56.504886,NE31-86-3-W6,5/6/2010,BKTR,2000,Triploid,16
4261,CHICKAKOO LAKE,CHICKAKO LAKE,-114.074339,53.618628,SW34-53-1-W5,5/6/2010,RNTR,4277,Diploid,19
4261,CHICKAKOO LAKE,CHICKAKO LAKE,-114.074339,53.618628,SW34-53-1-W5,5/6/2010,BKTR,4000,Triploid,17
6809,UNNAMED,GOOSEBERRY PARK POND,-110.771236,52.110661,NE22-36-6-W4,5/6/2010,RNTR,3500,Diploid,20
6670,UNNAMED,TWO HILLS POND,-111.744946,53.703308,SW32-54-12-W4,5/6/2010,RNTR,1000,Diploid,20
5348,MITCHELL LAKE, ,-115.007692,52.216312,NE25-37-8-W5,5/6/2010,RNTR,4001,Diploid,18
6774,UNNAMED,KRAMER POND,-114.745933,52.906846,SW25-45-6-W5,5/6/2010,RNTR,5011,Diploid,14
6082,UNNAMED,VERMILION PARK POND,-110.9,53.366667,SE1-51-7-W4,5/6/2010,RNTR,2000,Diploid,20
6890,BONNYVILLE TOWN POND,SLAWUTA LAKE,-110.745372,54.265723,NW7-61-5-W4,5/6/2010,RNTR,500,Diploid,20
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,5/6/2010,RNTR,17836,Diploid,15
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,5/6/2010,RNTR,6700,Diploid,15
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,5/6/2010,RNTR,5481,Diploid,15
5569,PHYLLIS LAKE, ,-114.966667,52.1,NW17-36-7-W5,5/6/2010,RNTR,7303,Diploid,18
18020,UNNAMED,OYEN (CONCRETE PLANT) POND,-110.485636,51.350601,SW34-27-4-W4,5/6/2010,RNTR,1200,Diploid,20
6876,UNNAMED,BUD MILLER PARK POND,-110.040698,53.259224,NE26-49-1-W4,5/6/2010,RNTR,2000,Diploid,20
4697,GOLDEYE LAKE, ,-116.192114,52.449584,NE14-40-16-W5,5/6/2010,RNTR,10004,Diploid,14
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,5/7/2010,RNTR,700,Diploid,17
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,5/7/2010,RNTR,12600,Diploid,17
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,5/7/2010,RNTR,3734,Diploid,17
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,5/7/2010,RNTR,1856,Diploid,17
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,5/7/2010,RNTR,1900,Diploid,20
5093,LITTLE BEAR LAKE,HASSE LAKE,-110.300937,54.551596,NW19-64-2-W4,5/7/2010,RNTR,6255,Diploid,20
21353,UNNAMED,ARDMORE COMMUNITY POND,-110.479159,54.339952,NW1-62-4-W4,5/7/2010,RNTR,400,Diploid,27
6868,UNNAMED,CARDIFF PARK POND,-113.584073,53.763266,SW24-55-25-W4,5/7/2010,RNTR,7506,Diploid,18
6868,UNNAMED,CARDIFF PARK POND,-113.584073,53.763266,SW24-55-25-W4,5/7/2010,RNTR,7495,Diploid,18
6796,UNNAMED,HILLER'S RESERVOIR,-113.978521,51.739122,SE13-32-29-W4,5/7/2010,RNTR,1500,Diploid,20
6674,UNNAMED,TELEGRAPH PARK POND,-113.025614,53.180241,SW33-48-21-W4,5/7/2010,RNTR,1500,Diploid,20
6822,EMERSON LAKE, ,-113.85125,50.576929,SW5-19-28-W4,5/7/2010,RNTR,2500,Diploid,20
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,5/7/2010,RNTR,10882,Diploid,15
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,5/7/2010,RNTR,1900,Diploid,15
6528,CHAIN LAKES,LOWER CHAIN LAKE,-113.511311,54.964036,NW7-69-23-W4,5/7/2010,RNTR,13231,Diploid,15
6737,UNNAMED,MOUND RED RESERVOIR,-113.961579,52.867842,NW11-45-28-W4,5/7/2010,RNTR,3000,Diploid,20
24053,UNNAMED,LARA FISH POND,-110.615227,54.308179,NE25-61-5-W4,5/7/2010,RNTR,400,Diploid,27
6773,UNNAMED,KRAFT POND,-113.609586,51.865057,NW27-33-26-W4,5/7/2010,RNTR,500,Diploid,20
6741,UNNAMED,MIDWAY RESERVOIR,-113.735238,51.565685,SE16-30-27-W4,5/7/2010,RNTR,3000,Diploid,20
4261,CHICKAKOO LAKE,CHICKAKO LAKE,-114.074339,53.618628,SW34-53-1-W5,5/10/2010,RNTR,1723,Diploid,18
5944,SWAN LAKE, ,-117.813668,55.059122,SW18-70-25-W5,5/10/2010,RNTR,18695,Diploid,16
5944,SWAN LAKE, ,-117.813668,55.059122,SW18-70-25-W5,5/10/2010,RNTR,6250,Diploid,16
5944,SWAN LAKE, ,-117.813668,55.059122,SW18-70-25-W5,5/10/2010,RNTR,3578,Diploid,16
5944,SWAN LAKE, ,-117.813668,55.059122,SW18-70-25-W5,5/10/2010,RNTR,1688,Diploid,16
5874,SPRING LAKE,COTTAGE,-114.138808,53.517861,SW30-52-1-W5,5/10/2010,RNTR,5000,Diploid,18
5569,PHYLLIS LAKE, ,-114.966667,52.1,NW17-36-7-W5,5/10/2010,RNTR,80,Diploid,57
5286,MCLEOD LAKE,CARSON LAKE,-115.652786,54.298603,SE25-61-12-W5,5/10/2010,RNTR,1652,Diploid,19
5286,MCLEOD LAKE,CARSON LAKE,-115.652786,54.298603,SE25-61-12-W5,5/10/2010,RNTR,9392,Diploid,19
5286,MCLEOD LAKE,CARSON LAKE,-115.652786,54.298603,SE25-61-12-W5,5/10/2010,RNTR,9475,Diploid,20
6642,UNNAMED,MILE 07 LAKE,-112.015324,55.021444,NE35-69-14-W4,5/11/2010,RNTR,10366,Diploid,17
6642,UNNAMED,MILE 07 LAKE,-112.015324,55.021444,NE35-69-14-W4,5/11/2010,RNTR,1634,Diploid,17
5729,SALTER'S LAKE, ,-114.191032,53.690156,SW26-54-2-W5,5/11/2010,RNTR,4080,Diploid,19
6039,TWIN LAKES, ,-115.001806,52.413889,SW6-40-7-W5,5/11/2010,RNTR,80,Diploid,54
6902,UNNAMED,ALLISON LAKE,-114.604063,49.672284,SW27-8-5-W5,5/11/2010,RNTR,2268,Pressure Treated as Triploid,23
6880,UNNAMED,BURN'S RESERVOIR,-113.935337,49.498883,SE26-6-30-W4,5/12/2010,RNTR,500,Pressure Treated as Triploid,23
6923,UNNAMED,BLACK NUGGET MINE PIT,-112.532662,53.217685,NW11-49-18-W4,5/12/2010,RNTR,6614,Diploid,17
6923,UNNAMED,BLACK NUGGET MINE PIT,-112.532662,53.217685,NW11-49-18-W4,5/12/2010,RNTR,5919,Diploid,17
6923,UNNAMED,BLACK NUGGET MINE PIT,-112.532662,53.217685,NW11-49-18-W4,5/12/2010,RNTR,5000,Diploid,17
6923,UNNAMED,BLACK NUGGET MINE PIT,-112.532662,53.217685,NW11-49-18-W4,5/12/2010,RNTR,7438,Diploid,17
6726,UNNAMED,OPEN CREEK RESERVOIR,-114.729184,52.648629,NE25-42-6-W5,5/12/2010,RNTR,72,Diploid,54
6726,UNNAMED,OPEN CREEK RESERVOIR,-114.729184,52.648629,NE25-42-6-W5,5/12/2010,RNTR,3,Diploid,54
5895,STAR LAKE, ,-114.273086,53.510057,NE19-52-2-W5,5/12/2010,RNTR,1620,Diploid,21
5387,MUIR LAKE, ,-113.956437,53.624675,NW32-53-27-W4,5/12/2010,RNTR,5720,Pressure Treated as Triploid,17
5661,REESOR LAKE, ,-110.106922,49.66537,NW20-8-1-W4,5/12/2010,RNTR,28647,Diploid,14
5661,REESOR LAKE, ,-110.106922,49.66537,NW20-8-1-W4,5/12/2010,RNTR,17031,Diploid,14
5661,REESOR LAKE, ,-110.106922,49.66537,NW20-8-1-W4,5/12/2010,RNTR,12332,Diploid,14
6821,EMERALD LAKE, ,-115.61828,54.333426,SW5-62-11-W5,5/12/2010,BKTR,2600,Triploid,16
6619,UNNAMED,VEGREVILLE CHILDREN'S POND,-112.00492,53.46143,SW4-52-14-W4,5/13/2010,RNTR,1000,Diploid,20
6655,UNNAMED,LAMONT POND,-112.749283,53.775627,SW27-55-19-W4,5/13/2010,RNTR,2000,Diploid,20
6893,UNNAMED,BEAUMONT POND,-113.427692,53.345086,SW27-50-24-W4,5/13/2010,RNTR,3000,Diploid,20
24364,UNNAMED,FIESTA LAKE,-114.726449,51.995874,NE12-35-6-W5,5/13/2010,RNTR,550,Pressure Treated as Triploid,25
4014,BEAVER LAKE, ,-114.788387,52.006721,NE16-35-6-W5,5/13/2010,RNTR,2625,Pressure Treated as Triploid,25
4014,BEAVER LAKE, ,-114.788387,52.006721,NE16-35-6-W5,5/13/2010,RNTR,875,Pressure Treated as Triploid,25
3899,ALFORD LAKE, ,-115.092202,52.063523,SW4-36-8-W5,5/13/2010,RNTR,3000,Diploid,19
6914,UNNAMED,NORDEGG BORROW PIT (EAST),-116.122018,52.480398,SE32-40-15-W5,5/13/2010,RNTR,5,Diploid,54
6915,UNNAMED,NORDEGG BORROW PIT (WEST),-116.128512,52.484878,SW32-40-15-W5,5/13/2010,RNTR,10,Diploid,54
22504,UNNAMED,RIVERSTONE POND,-112.70011,49.734363,SW18-9-20-W4,5/13/2010,RNTR,850,Pressure Treated as Triploid,23
6736,UNNAMED,MORINVILLE FISH AND GAME POND,-113.653975,53.806676,SE4-56-25-W4,5/13/2010,RNTR,1000,Diploid,20
5968,TAY LAKE, ,-115.11934,52.061406,SW5-36-8-W5,5/13/2010,RNTR,5000,Diploid,14
6716,UNNAMED,PADDLE RIVER DAM POND,-115.050562,53.895509,SE1-57-8-W5,5/13/2010,RNTR,400,Diploid,24
6716,UNNAMED,PADDLE RIVER DAM POND,-115.050562,53.895509,SE1-57-8-W5,5/13/2010,RNTR,600,Diploid,24
6716,UNNAMED,PADDLE RIVER DAM POND,-115.050562,53.895509,SE1-57-8-W5,5/13/2010,RNTR,53,Diploid,24
6790,UNNAMED,HERITAGE LAKE,-113.66643,53.799728,NW33-55-25-W4,5/13/2010,RNTR,600,Diploid,20
4061,BIRCH LAKE, ,-114.854167,52.011667,NW18-35-6-W5,5/13/2010,BKTR,5000,Pressure Treated as Triploid,8
6884,UNNAMED,BOYLE POND,-112.80524,54.537414,NE16-64-19-W4,5/13/2010,RNTR,2000,Diploid,20
6625,UNNAMED,WILDWOOD POND,-115.318621,53.601051,SW30-53-9-W5,5/13/2010,RNTR,1500,Diploid,21
21137,UNNAMED,WHITECOURT TOWN POND,-115.682814,54.148583,NE35-59-12-W5,5/13/2010,RNTR,253,Diploid,26
21137,UNNAMED,WHITECOURT TOWN POND,-115.682814,54.148583,NE35-59-12-W5,5/13/2010,RNTR,1247,Diploid,26
