WATERBODY ID,OFFICIAL NAME,COMMON NAME,LONG,LAT,ATS,SHIPMENT DATE,SPECIES,QUANTITY,GENOTYPE,AVG. LENGTH
22504,UNNAMED,RIVERSTONE POND,-112.70011,49.734363,SW18-9-20-W4,4/27/2011,RNTR,825,Triploid,24
6751,UNNAMED,MAGRATH CHILDREN'S POND,-112.869274,49.407453,SW26-5-22-W4,4/28/2011,RNTR,500,Diploid,21
6757,UNNAMED,MCQUILLAN RESERVOIR,-112.45932,49.64707,SW13-8-19-W4,4/28/2011,RNTR,3650,Diploid,21
6818,UNNAMED,GOLDSPRING PARK POND,-111.995479,49.095497,NE6-2-15-W4,4/28/2011,RNTR,1500,Diploid,21
6810,UNNAMED,GRANUM POND,-113.507613,49.862522,SE31-10-26-W4,4/28/2011,RNTR,450,Diploid,21
6682,UNNAMED,STIRLING CHILDREN'S POND,-112.5376,49.500793,SW29-6-19-W4,4/28/2011,RNTR,700,Diploid,21
3510,HENINGERS RESERVOIR, ,-111.562445,49.207984,SE16-3-12-W4,4/29/2011,RNTR,11000,Diploid,17
24278,UNNAMED,NEW DAYTON FISH AND GAME POND,-112.384948,49.434987,NE32-5-18-W4,4/29/2011,RNTR,4000,Diploid,17
6769,UNNAMED,KEENEX COULEE RESERVOIR,-113.199605,49.895155,SW10-11-24-W4,4/29/2011,RNTR,724,Diploid,17
6769,UNNAMED,KEENEX COULEE RESERVOIR,-113.199605,49.895155,SW10-11-24-W4,4/29/2011,RNTR,3276,Diploid,17
6620,UNNAMED,VEGREVILLE TROUT POND,-112.054068,53.490532,SW18-52-14-W4,4/29/2011,RNTR,6000,Diploid,17
6764,UNNAMED,LEDUC RESERVOIR,-113.567083,53.259984,NE27-49-25-W4,4/29/2011,RNTR,5000,Diploid,17
6692,UNNAMED,SPRING COULEE PARK POND,-113.110221,49.370342,SW12-5-24-W4,4/29/2011,RNTR,3000,Triploid,25
3476,GROTTO MOUNTAIN POND, ,-115.202402,51.065761,NW21-24-9-W5,5/2/2011,RNTR,800,Triploid,25
6734,UNNAMED,NICHOLAS SHERAN PARK POND,-112.879725,49.671905,SE26-8-22-W4,5/3/2011,BKTR,94,Diploid,39
6734,UNNAMED,NICHOLAS SHERAN PARK POND,-112.879725,49.671905,SE26-8-22-W4,5/3/2011,BKTR,55,Diploid,39
6734,UNNAMED,NICHOLAS SHERAN PARK POND,-112.879725,49.671905,SE26-8-22-W4,5/3/2011,BKTR,160,Diploid,39
6873,UNNAMED,BROOKS AQUADUCT POND,-111.843722,50.524756,NE15-18-14-W4,5/3/2011,RNTR,3280,Diploid,15
6873,UNNAMED,BROOKS AQUADUCT POND,-111.843722,50.524756,NE15-18-14-W4,5/3/2011,RNTR,26720,Diploid,15
21353,UNNAMED,ARDMORE COMMUNITY POND,-110.479159,54.339952,NW1-62-4-W4,5/4/2011,RNTR,600,Diploid,25
6734,UNNAMED,NICHOLAS SHERAN PARK POND,-112.879725,49.671905,SE26-8-22-W4,5/4/2011,BKTR,250,Diploid,28
